Test_Program  :,C:\PDT_PGM\MC3D08_P025_A242_64_V03_CONNER\PROGRAM\MC3D08_P025_A242_64_V03_Conner.PG
RunCard       :,A6090722
LotID         :,FA77-5945
Operator      :,SWTEST
Test_ID       :,641014
ProberCard_ID :,NULL
Spec_No       :,6676
Date          :,2017/09/27 18:33:17
.PRG Line#    :,          ,          ,          ,          ,418                   ,491                   ,565                   ,842                 ,846                 ,852                 ,856                 ,860                 ,864                 ,868                 ,923                 ,928                 ,971                 ,976                 ,1093                ,1207                ,1324                ,1438                ,1551                ,1666                ,1780                ,1954                ,1985                ,2013                ,2711                ,2843                ,2867                ,2332                 ,2476                ,2613                ,3277                ,3287                ,3298                ,3312                ,3322                ,3333                ,3398                ,3409                ,3419                ,3429                ,3439                ,3513                ,3586                ,3661                ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3802                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,3870                  ,4024                ,4031                ,4106                ,4162                ,4814                   ,4905                   ,4995                   ,5064                    ,5134                    ,5204                    ,5281                ,5289                ,5297                ,5305                ,5361                ,5369                ,5377                ,5385                ,5442                ,5450                ,5458                ,5466                ,5522                ,5530                ,5538                ,5546                ,5629                ,5694                ,5763                ,5830                ,5897                ,5964                ,6032                ,6100                ,6320                ,275                 
UpLimit       :,          ,          ,          ,          ,0.000003000000        ,0.000004500000        ,0.000002500000        ,4.000000000000      ,1.920000000000      ,6.500000000000      ,6.500000000000      ,6.500000000000      ,6.500000000000      ,6.500000000000      ,5.000000000000      ,2.880000000000      ,5.000000000000      ,3.840000000000      ,3.100               ,4.800               ,3.500               ,4.700               ,4.700               ,3.500               ,3.500               ,65535.000000000000  ,65535.000000000000  ,65535.000000000000  ,65535.000000000000  ,NA                  ,65535.000000000000  ,3.650                ,3.500               ,4.900               ,950000.000000000000 ,950000.000000000000 ,950000.000000000000 ,120000.000000000000 ,120000.000000000000 ,120000.000000000000 ,48000.000000000000  ,48000.000000000000  ,48000.000000000000  ,48000.000000000000  ,48000.000000000000  ,0.000003000000      ,0.000004500000      ,0.000005000000      ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,-0.000020000000       ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,0.000080000000        ,1.600000000000      ,0.400000000000      ,0.004500000000      ,0.006000000000      ,65535.000000000000     ,65535.000000000000     ,65535.000000000000     ,65535.000000000000      ,65535.000000000000      ,65535.000000000000      ,-0.000000700000     ,-0.000015000000     ,0.000002800000      ,0.000065000000      ,-0.000002100000     ,-0.000750000000     ,0.000008000000      ,0.003000000000      ,-0.000002100000     ,-0.001200000000     ,0.000008000000      ,0.004800000000      ,-0.000002100000     ,-0.001200000000     ,0.000008000000      ,0.004800000000      ,956.000000000000    ,15938.000000000000  ,35063.000000000000  ,67108.000000000000  ,138588.000000000000 ,69293.000000000000  ,69293.000000000000  ,577986.000000000000 ,0.000003000000      ,3.100               
DownLimit     :,          ,          ,          ,          ,-0.000001000000       ,-0.000001000000       ,-0.000001000000       ,2.080000000000      ,1.000000000000      ,-1.000000000000     ,-1.000000000000     ,-1.000000000000     ,-1.000000000000     ,-1.000000000000     ,3.120000000000      ,1.500000000000      ,4.160000000000      ,2.000000000000      ,1.100               ,1.600               ,1.000               ,1.500               ,1.500               ,1.000               ,1.000               ,-256.000000000000   ,-256.000000000000   ,-256.000000000000   ,-256.000000000000   ,NA                  ,-256.000000000000   ,1.000                ,1.000               ,1.000               ,130000.000000000000 ,130000.000000000000 ,130000.000000000000 ,30000.000000000000  ,30000.000000000000  ,30000.000000000000  ,16000.000000000000  ,16000.000000000000  ,16000.000000000000  ,16000.000000000000  ,16000.000000000000  ,-0.000001000000     ,-0.000001000000     ,-0.000005000000     ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,-0.000080000000       ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,0.000020000000        ,1.000000000000      ,-0.400000000000     ,0.001000000000      ,0.001300000000      ,-256.000000000000      ,-256.000000000000      ,-256.000000000000      ,-256.000000000000       ,-256.000000000000       ,-256.000000000000       ,-0.000002800000     ,-0.000060000000     ,0.000000700000      ,0.000015000000      ,-0.000008000000     ,-0.003000000000     ,0.000002100000      ,0.000750000000      ,-0.000008000000     ,-0.004800000000     ,0.000002100000      ,0.001200000000      ,-0.000008000000     ,-0.004800000000     ,0.000002100000      ,0.001200000000      ,919.000000000000    ,15312.000000000000  ,33687.000000000000  ,64477.000000000007  ,133153.000000000000 ,66576.000000000000  ,66576.000000000000  ,555320.000000000000 ,-0.000001000000     ,1.100               
Unit          :,          ,          ,          ,          ,UA                    ,UA                    ,UA                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,                    ,V                   ,V                   ,V                   ,V                   ,V                   ,V                   ,V                   ,                    ,                    ,                    ,                    ,                    ,                    ,V                    ,V                   ,V                   ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,A                   ,A                   ,A                   ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,UA                    ,                    ,                    ,                    ,                    ,                       ,                       ,                       ,                        ,                        ,                        ,UA                  ,UA                  ,UA                  ,UA                  ,UA                  ,MA                  ,UA                  ,MA                  ,UA                  ,MA                  ,UA                  ,MA                  ,UA                  ,MA                  ,MA                  ,MA                  ,HZ                  ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,KHZ                 ,UA                  ,V                   
Serial#        ,Site#     ,ProberX#  ,ProberY#  ,Bin#      ,LEAKH_A_[PINGROUP](UA),LEAKH_B_[PINGROUP](UA),LEAKH_C_[PINGROUP](UA),VREF2_H()           ,VREF2_L()           ,VBG_2P4V()          ,VBG_3P0V()          ,VBG_4P0V()          ,VBG_5P0V()          ,VBG_6P0V()          ,VREF3_H()           ,VREF3_L()           ,VREF4_H()           ,VREF4_L()           ,LVR22_VDD(V)        ,LVR32_VDD(V)        ,LVD24_VDD(V)        ,LVR32H_VDD(V)       ,LVR32L_VDD(V)       ,LVD24H_VDD(V)       ,LVD24L_VDD(V)       ,LVD_CAL_MM1()       ,LVD_CAL_MM2()       ,LVD_CAL_MM()        ,WR_OTP_GB1()        ,read_3bit_opposite(),RD_OTP()            ,LVD_CHKEND_VDD(V)    ,LVR27_VDD(V)        ,LVR27_VDD(V)        ,2P1V(KHZ)           ,5V(KHZ)             ,6V(KHZ)             ,2P1V(KHZ)           ,5V(KHZ)             ,6V(KHZ)             ,2V(KHZ)             ,3V(KHZ)             ,4V(KHZ)             ,5V(KHZ)             ,6V(KHZ)             ,VDD_ISTOP(A)        ,VDD_ILIRC(A)        ,VDD_ILVR(A)         ,PULL_UP_DOWN_B_P01(UA),PULL_UP_DOWN_B_P02(UA),PULL_UP_DOWN_B_P04(UA),PULL_UP_DOWN_B_P05(UA),PULL_UP_DOWN_B_P06(UA),PULL_UP_DOWN_B_P07(UA),PULL_UP_DOWN_B_P50(UA),PULL_UP_DOWN_B_P51(UA),PULL_UP_DOWN_B_P52(UA),PULL_UP_DOWN_B_P53(UA),PULL_UP_DOWN_B_P54(UA),PULL_UP_DOWN_B_P40(UA),PULL_UP_DOWN_B_P41(UA),PULL_UP_DOWN_B_P42(UA),PULL_UP_DOWN_B_P43(UA),PULL_UP_DOWN_B_P44(UA),PULL_UP_DOWN_B_P00(UA),PULL_UP_DOWN_C_P01(UA),PULL_UP_DOWN_C_P02(UA),PULL_UP_DOWN_C_P04(UA),PULL_UP_DOWN_C_P05(UA),PULL_UP_DOWN_C_P06(UA),PULL_UP_DOWN_C_P07(UA),PULL_UP_DOWN_C_P50(UA),PULL_UP_DOWN_C_P51(UA),PULL_UP_DOWN_C_P52(UA),PULL_UP_DOWN_C_P53(UA),PULL_UP_DOWN_C_P54(UA),PULL_UP_DOWN_C_P40(UA),PULL_UP_DOWN_C_P41(UA),PULL_UP_DOWN_C_P42(UA),PULL_UP_DOWN_C_P43(UA),PULL_UP_DOWN_C_P44(UA),PULL_UP_DOWN_C_P00(UA),PRO1()              ,PRO2()              ,LOW()               ,LOW_DRV()           ,ADC_AIN6_ADC_OFFSET_H(),ADC_AIN6_ADC_OFFSET_N(),ADC_AIN6_ADC_OFFSET_L(),ADC_AIN10_ADC_OFFSET_H(),ADC_AIN10_ADC_OFFSET_N(),ADC_AIN10_ADC_OFFSET_L(),32K_0V_P01(UA)      ,32K_0V_P43(UA)      ,32K_5V_P01(UA)      ,32K_5V_P43(UA)      ,455K_0V_P01(UA)     ,455K_0V_P43(MA)     ,455K_5V_P01(UA)     ,455K_5V_P43(MA)     ,4M_0V_P01(UA)       ,4M_0V_P43(MA)       ,4M_5V_P01(UA)       ,4M_5V_P43(MA)       ,16M_0V_P01(UA)      ,16M_0V_P43(MA)      ,16M_5V_P01(MA)      ,16M_5V_P43(MA)      ,OSC_32K(HZ)         ,OSC_455K(KHZ)       ,OSC_1M(KHZ)         ,OSC_2M(KHZ)         ,OSC_4M(KHZ)         ,ERC_4M(KHZ)         ,ECLK_4M(KHZ)        ,OSC_16M(KHZ)        ,LEAKL(UA)           ,PRO_VDD(V)          
1              ,1         ,13        ,196       ,28        ,0.000001211529        ,0.000002123899        ,0.000000554478        ,2.694479201636      ,1.512192144536      ,1.264076662496      ,1.266212958159      ,1.267738883633      ,1.269264809107      ,1.274147770623      ,4.076052125614      ,2.185735648671      ,4.964140751366      ,2.885525070956      ,2.050               ,3.001               ,2.201               ,3.201               ,2.701               ,2.401               ,2.000               ,455.000000000000    ,448.000000000000    ,455.000000000000    ,455.000000000000    ,5.000000000000      ,455.000000000000    ,3.500                ,2.651               ,3.551               ,171762.281003091717 ,171880.371261601918 ,171895.143962183065 ,58402.686523580080  ,58312.438043034577  ,58295.441296490622  ,13645.357167223852  ,22321.677697295730  ,28081.210861812360  ,32617.913758236027  ,36197.129567625285  ,0.000002209925      ,0.000003577326      ,0.000002021343      ,-0.000058195538       ,-0.000058233686       ,-0.000057355167       ,-0.000057278871       ,-0.000057965537       ,-0.000057698500       ,-0.000057584056       ,-0.000057851093       ,-0.000057622204       ,-0.000058213315       ,-0.000057679242       ,-0.000058518501       ,-0.000058709241       ,-0.000058442204       ,-0.000057717390       ,-0.000057984427       ,-0.000058022575       ,0.000066670721        ,0.000066365536        ,0.000064949612        ,0.000065979611        ,0.000065025908        ,0.000065788871        ,0.000065674426        ,0.000065788871        ,0.000066666278        ,0.000066879981        ,0.000066498500        ,0.000066460351        ,0.000067032573        ,0.000066231463        ,0.000066574796        ,0.000066651092        ,0.000067185166        ,1.497848445082      ,-0.346385082552     ,0.004084917319      ,0.005643750191      ,266.000000000000       ,248.000000000000       ,241.000000000000       ,10.000000000000         ,0.000000000000          ,0.000000000000          ,-0.000001373607     ,0.000029108325      ,0.000001381596      ,0.000097870230      ,-0.000004337743     ,0.000048574065      ,0.000004280117      ,0.009837504502      ,-0.000004322484     ,0.000080999982      ,0.000004283932      ,0.009877178564      ,-0.000004344991     ,0.000093207386      ,0.000004270962      ,0.009770363781      ,937.600352537733    ,15625.000000000000  ,34340.659340659338  ,65789.473684210519  ,135869.565217391297 ,67934.782608695648  ,67934.782608695648  ,568181.818181818118 ,0.000001911663      ,1.150               
2              ,2         ,14        ,197       ,28        ,0.000001205421        ,0.000002750547        ,0.000002156666        ,2.657856990265      ,1.503646961882      ,1.248207037568      ,1.249122592853      ,1.249427777947      ,1.251258888516      ,1.254615924558      ,4.004333628346      ,2.161320841090      ,4.983672597430      ,2.842799157689      ,2.048               ,2.947               ,2.248               ,3.198               ,2.699               ,2.397               ,1.998               ,455.000000000000    ,448.000000000000    ,455.000000000000    ,455.000000000000    ,5.000000000000      ,455.000000000000    ,3.498                ,2.648               ,3.498               ,171762.281003091717 ,171880.371261601918 ,171895.143962183065 ,58402.686523580080  ,58312.438043034577  ,58295.441296490622  ,13645.357167223852  ,22321.677697295730  ,28081.210861812360  ,32617.913758236027  ,36197.129567625285  ,0.000001950438      ,0.000003661952      ,0.000001910803      ,-0.000057808501       ,-0.000057541464       ,-0.000058260723       ,-0.000058146279       ,-0.000057802946       ,-0.000058451464       ,-0.000059061834       ,-0.000058069983       ,-0.000058832946       ,-0.000058451464       ,-0.000057317019       ,-0.000058081094       ,-0.000058195538       ,-0.000058348131       ,-0.000058691464       ,-0.000058462575       ,-0.000058004797       ,0.000067061462        ,0.000066756277        ,0.000066543684        ,0.000067192202        ,0.000066925165        ,0.000066505536        ,0.000067306647        ,0.000067192202        ,0.000068222202        ,0.000066848869        ,0.000066933315        ,0.000066251092        ,0.000066632573        ,0.000066747018        ,0.000067166647        ,0.000067166647        ,0.000067395536        ,1.541184728538      ,-0.332346568194     ,0.004164576544      ,0.005762557552      ,262.000000000000       ,258.000000000000       ,240.000000000000       ,10.000000000000         ,0.000000000000          ,0.000000000000          ,-0.000001389029     ,0.000014410700      ,0.000001385966      ,0.000092222899      ,-0.000004324328     ,0.000021485180      ,0.000004314317      ,0.009888300778      ,-0.000004343402     ,0.000005462963      ,0.000004322710      ,0.009186919504      ,-0.000004309069     ,0.000024918513      ,0.000004322328      ,0.009483930528      ,937.596396629528    ,15625.122071266182  ,34340.659340659338  ,65789.473684210519  ,135869.565217391297 ,67934.782608695648  ,67934.782608695648  ,568181.818181818118 ,0.000000751062      ,1.147               
3              ,3         ,15        ,198       ,28        ,0.000001088805        ,0.000002328643        ,0.000000818735        ,2.626117740410      ,1.483504745628      ,1.217383342998      ,1.219824823756      ,1.222266304514      ,1.223792229988      ,1.227149266030      ,3.959166234321      ,2.132938627278      ,4.973296304209      ,2.806176946318      ,2.050               ,3.001               ,2.303               ,3.201               ,2.699               ,2.451               ,2.051               ,455.000000000000    ,504.000000000000    ,511.000000000000    ,511.000000000000    ,7.000000000000      ,511.000000000000    ,3.452                ,2.551               ,3.400               ,169462.802914760221 ,169520.257670791674 ,169434.090138935950 ,58532.588018379240  ,58428.279287174992  ,58418.039490594689  ,13666.990118766143  ,22349.864783318058  ,28081.210861812360  ,32577.534532186604  ,36146.102546492926  ,0.000001963694      ,0.000003480561      ,0.000001850233      ,-0.000058034055       ,-0.000058415536       ,-0.000057500724       ,-0.000057996650       ,-0.000057805909       ,-0.000057958501       ,-0.000057615168       ,-0.000058111094       ,-0.000057615168       ,-0.000058508871       ,-0.000056906649       ,-0.000058529981       ,-0.000058224796       ,-0.000058453684       ,-0.000057576277       ,-0.000058415536       ,-0.000057499981       ,0.000067366278        ,0.000067328130        ,0.000067106647        ,0.000066305536        ,0.000067106647        ,0.000066687017        ,0.000066992202        ,0.000067411832        ,0.000067297387        ,0.000067070351        ,0.000067184795        ,0.000067328130        ,0.000066527019        ,0.000066832204        ,0.000066221834        ,0.000068052945        ,0.000067022945        ,1.489913632618      ,-0.338450270089     ,0.004094039528      ,0.005626824259      ,265.000000000000       ,254.000000000000       ,242.000000000000       ,10.000000000000         ,0.000000000000          ,0.000000000000          ,-0.000001452222     ,0.000039994396      ,0.000001353237      ,0.000092488195      ,-0.000004387728     ,0.000057433335      ,0.000004296773      ,0.009166171380      ,-0.000004350343     ,0.000042937043      ,0.000004301351      ,0.009336230589      ,-0.000004361406     ,0.000005551869      ,0.000004295247      ,0.009251623206      ,937.589363986255    ,15625.000000000000  ,34340.659340659338  ,65789.473684210519  ,135878.796113866440 ,67932.475119730982  ,67934.782608695648  ,568181.818181818118 ,0.000001509937      ,1.150               
4              ,4         ,16        ,199       ,28        ,0.000001110365        ,0.000002374435        ,0.000001599554        ,2.709128086184      ,1.522568437758      ,1.277504806665      ,1.278420361950      ,1.274452955718      ,1.272621845149      ,1.272621845149      ,4.095889156774      ,2.197637867367      ,4.966277047029      ,2.899258400220      ,1.997               ,2.899               ,2.197               ,3.098               ,2.600               ,2.349               ,1.997               ,455.000000000000    ,448.000000000000    ,448.000000000000    ,448.000000000000    ,1.000000000000      ,7.000000000000      ,3.547                ,2.599               ,3.498               ,169462.802914760221 ,169520.257670791674 ,169434.090138935950 ,58532.588018379240  ,58428.279287174992  ,58418.039490594689  ,13666.990118766143  ,22349.864783318058  ,28081.210861812360  ,32577.534532186604  ,36146.102546492926  ,0.000001101635      ,0.000003285991      ,0.000001525712      ,-0.000057944427       ,-0.000057715538       ,-0.000057271835       ,-0.000057386279       ,-0.000057920353       ,-0.000058568871       ,-0.000058263686       ,-0.000058721464       ,-0.000058416279       ,-0.000058912205       ,-0.000057309983       ,-0.000057791834       ,-0.000057486649       ,-0.000058097019       ,-0.000057715538       ,-0.000057906279       ,-0.000058402205       ,0.000067596647        ,0.000066795536        ,0.000067106647        ,0.000067106647        ,0.000066381832        ,0.000067526277        ,0.000066725166        ,0.000066915906        ,0.000066458129        ,0.000066801462        ,0.000066954054        ,0.000067405906        ,0.000066642944        ,0.000066681092        ,0.000066490351        ,0.000067100721        ,0.000067558499        ,1.475264748070      ,-0.342417676321     ,0.004113295081      ,0.005719524235      ,268.000000000000       ,252.000000000000       ,247.000000000000       ,11.000000000000         ,0.000000000000          ,0.000000000000          ,-0.000001387737     ,0.000092489417      ,0.000001405252      ,0.000093692269      ,-0.000004331254     ,0.000125833299      ,0.000004326662      ,0.009136112113      ,-0.000004323243     ,0.000119729597      ,0.000004307969      ,0.009611737898      ,-0.000004327058     ,0.000107522193      ,0.000004317125      ,0.009878393375      ,937.596396629528    ,15625.000000000000  ,34340.659340659338  ,65787.309627972762  ,135869.565217391297 ,67934.782608695648  ,67937.090254424402  ,568181.818181818118 ,0.000000768774      ,1.148               
5              ,5         ,17        ,200       ,28        ,0.000001168101        ,0.000002386151        ,0.000000879394        ,2.689596240120      ,1.513718070010      ,1.263161107212      ,1.265907773064      ,1.267433698538      ,1.270485549486      ,1.272316660054      ,4.059572130497      ,2.185125278481      ,4.977263710440      ,2.879116183966      ,2.049               ,3.000               ,2.200               ,3.252               ,2.700               ,2.401               ,2.000               ,455.000000000000    ,448.000000000000    ,455.000000000000    ,455.000000000000    ,5.000000000000      ,455.000000000000    ,3.501                ,2.650               ,3.551               ,163759.927945631702 ,163974.747888825106 ,163934.426229508186 ,55694.792536897803  ,55625.086914198306  ,55648.302726766837  ,13607.571252644970  ,22398.172309139572  ,28110.417720807331  ,32581.249490917980  ,36087.403691741398  ,0.000002014448      ,0.000003398925      ,0.000001815683      ,-0.000058526278       ,-0.000058488129       ,-0.000057431095       ,-0.000057444056       ,-0.000057558501       ,-0.000058092574       ,-0.000057405908       ,-0.000057825537       ,-0.000058512204       ,-0.000057978130       ,-0.000057291464       ,-0.000057877759       ,-0.000057954056       ,-0.000058373685       ,-0.000058373685       ,-0.000058221092       ,-0.000058411833       ,0.000067576278        ,0.000067004056        ,0.000066226276        ,0.000067092574        ,0.000066787389        ,0.000066749240        ,0.000066482204        ,0.000067435907        ,0.000067016277        ,0.000067397759        ,0.000067626648        ,0.000067423685        ,0.000067347389        ,0.000067423685        ,0.000067309241        ,0.000067767018        ,0.000067538130        ,1.504562517167      ,-0.327768791772     ,0.004164365444      ,0.005764727934      ,272.000000000000       ,258.000000000000       ,246.000000000000       ,10.000000000000         ,0.000000000000          ,0.000000000000          ,-0.000001458218     ,-0.000092555787     ,0.000001366966      ,0.000100000563      ,-0.000004392469     ,-0.000105785140     ,0.000004298028      ,0.009867763762      ,-0.000004378354     ,-0.000077555519     ,0.000004290017      ,0.009560671261      ,-0.000004388654     ,-0.000139355501     ,0.000004285440      ,0.009657567528      ,937.591561675945    ,15624.877930641165  ,34341.248991225810  ,65787.309627972762  ,135869.565217391297 ,67934.782608695648  ,67934.782608695648  ,568181.818181818118 ,0.000001390325      ,1.150               
